Passenger_ID,Survive,Honorific,First Name,Last Name,Unmarried Name,Gender,Age,Siblings/Spouses On Board,Parents/Kids On Board,Boarding_ID,Class,Ticket Number,Fare,Cabins,Embarked From
22465,False,Miss,Mary,Canavan,NULL,female,21.0,0,0,16644,3,364846,7.75,NULL,Queenstown
22466,False,Miss,Bridget,O'Sullivan,NULL,female,NULL,0,0,16645,3,330909,7.63,NULL,Queenstown
22467,False,Miss,Kristina,Laitinen,NULL,female,37.0,0,0,16646,3,4135,9.59,NULL,Southampton
22468,True,Miss,Roberta,Maioni,NULL,female,16.0,0,0,16453,1,110152,86.5,B79,Southampton
22469,False,Mr,Victor,Penasco y Castellana,NULL,male,18.0,1,0,16496,1,17758,108.9,C65,Cherbourg
22470,True,Mrs,Frederick,Quick,Jane Richards,female,33.0,0,2,16647,2,26360,26.0,NULL,Southampton
22471,True,Mr,George,Bradley,George Arthur Brayton,male,NULL,0,0,16648,1,111427,26.55,NULL,Southampton
22472,False,Mr,Henry,Olsen,NULL,male,28.0,0,0,16649,3,4001,22.52,NULL,Southampton
22473,True,Mr,Fang,Lang,NULL,male,26.0,0,0,16295,3,1601,56.5,NULL,Southampton
22474,True,Mr,Eugene,Daly,NULL,male,29.0,0,0,16650,3,382651,7.75,NULL,Queenstown
22475,False,Mr,James,Webber,NULL,male,NULL,0,0,16651,3,3101316,8.05,NULL,Southampton
22476,True,Mr,James,McGough,NULL,male,36.0,0,0,16652,1,17473,26.29,E25,Southampton
22477,True,Mrs,Martin,Rothschild,Elizabeth L. Barrett,female,54.0,1,0,16653,1,17603,59.4,NULL,Cherbourg
22478,False,Mr,Satio,Coleff,NULL,male,24.0,0,0,16654,3,349209,7.5,NULL,Southampton
22479,False,Mr,William,Walker,NULL,male,47.0,0,0,16655,1,36967,34.02,D46,Southampton
22480,True,Mrs,Amelia,Lemore,Amelia Milley,female,34.0,0,0,16656,2,34260,10.5,F33,Southampton
22481,False,Mr,Patrick,Ryan,NULL,male,NULL,0,0,16329,3,371110,24.15,NULL,Queenstown
22482,True,Mrs,William,Angle,Florence Mary Agnes Hughes,female,36.0,1,0,16657,2,226875,26.0,NULL,Southampton
22483,False,Mr,Stefo,Pavlovic,NULL,male,32.0,0,0,16658,3,349242,7.9,NULL,Southampton
22484,True,Miss,Anne,Perreault,NULL,female,30.0,0,0,16659,1,12749,93.5,B73,Southampton
22485,False,Mr,Janko,Vovk,NULL,male,22.0,0,0,16660,3,349252,7.9,NULL,Southampton
22486,False,Mr,Sarkis,Lahoud,NULL,male,NULL,0,0,16661,3,2624,7.22,NULL,Cherbourg
22487,True,Mrs,Louis,Hippach,Ida Sophia Fischer,female,44.0,0,1,16514,1,111361,57.98,B18,Cherbourg
22488,False,Mr,Fared,Kassem,NULL,male,NULL,0,0,16662,3,2700,7.23,NULL,Cherbourg
22489,False,Mr,James,Farrell,NULL,male,40.5,0,0,16663,3,367232,7.75,NULL,Queenstown
22490,True,Miss,Lucy,Ridsdale,NULL,female,50.0,0,0,16664,2,14258,10.5,NULL,Southampton
22491,False,Mr,John,Farthing,NULL,male,NULL,0,0,16665,1,17483,221.78,C95,Southampton
22492,False,Mr,Johan,Salonen,NULL,male,39.0,0,0,16666,3,3101296,7.92,NULL,Southampton
22493,False,Mr,Richard,Hocking,NULL,male,23.0,2,1,16667,2,29104,11.5,NULL,Southampton
22494,True,Miss,Phyllis,Quick,NULL,female,2.0,1,1,16647,2,26360,26.0,NULL,Southampton
22495,False,Mr,Nakli,Toufik,NULL,male,NULL,0,0,16668,3,2641,7.23,NULL,Cherbourg
22496,False,Mr,Joseph,Elias,NULL,male,17.0,1,1,16669,3,2690,7.23,NULL,Cherbourg
22497,True,Mrs,Catherine,Peter,Catherine Rizk,female,NULL,0,2,16342,3,2668,22.36,NULL,Cherbourg
22498,False,Miss,Marija,Cacic,NULL,female,30.0,0,0,16670,3,315084,8.66,NULL,Southampton
22499,True,Miss,Eva,Hart,NULL,female,7.0,0,2,16503,2,13529,26.25,NULL,Southampton
22500,False,Major,Archibald,Butt,NULL,male,45.0,0,0,16671,1,113050,26.55,B38,Southampton
22501,True,Miss,Bertha,LeRoy,NULL,female,30.0,0,0,16672,1,17761,106.42,NULL,Cherbourg
22502,False,Mr,Samuel,Risien,NULL,male,NULL,0,0,16673,3,364498,14.5,NULL,Southampton
22503,True,Miss,Hedwig,Frolicher,NULL,female,22.0,0,2,16674,1,13568,49.5,B39,Cherbourg
22504,True,Miss,Harriet,Crosby,NULL,female,36.0,0,2,16675,1,5735,71.0,B22,Southampton
22505,False,Miss,Ingeborg,Andersson,NULL,female,9.0,4,2,16236,3,347082,31.28,NULL,Southampton
22506,False,Miss,Sigrid,Andersson,NULL,female,11.0,4,2,16236,3,347082,31.28,NULL,Southampton
22507,True,Mr,Edward,Beane,NULL,male,32.0,1,0,16676,2,2908,26.0,NULL,Southampton
22508,False,Mr,Walter,Douglas,NULL,male,50.0,1,0,16672,1,17761,106.42,C86,Cherbourg
22509,False,Mr,Arthur,Nicholson,NULL,male,64.0,0,0,16677,1,693,26.0,NULL,Southampton
22510,True,Mrs,Edward,Beane,Ethel Clarke,female,19.0,1,0,16676,2,2908,26.0,NULL,Southampton
22511,True,Mr,Julian,Padro y Manent,NULL,male,NULL,0,0,16678,2,2146,13.86,NULL,Cherbourg
22512,False,Mr,Frank,Goldsmith,NULL,male,33.0,1,1,16376,3,363291,20.52,NULL,Southampton
22513,True,Master,John,Davies,NULL,male,8.0,1,1,16358,2,33112,36.75,NULL,Southampton
22514,True,Mr,John,Thayer,NULL,male,17.0,0,2,16495,1,17421,110.88,C70,Cherbourg
22515,False,Mr,Percival,Sharp,NULL,male,27.0,0,0,16679,2,244358,26.0,NULL,Southampton
22516,False,Mr,Timothy,O'Brien,NULL,male,NULL,0,0,16680,3,330979,7.83,NULL,Queenstown
22517,True,Mr,Fahim,Leeni,Philip Zenni,male,22.0,0,0,16681,3,2620,7.22,NULL,Cherbourg
22518,True,Miss,Velin,Ohman,NULL,female,22.0,0,0,16682,3,347085,7.78,NULL,Southampton
22519,False,Mr,George,Wright,NULL,male,62.0,0,0,16683,1,113807,26.55,NULL,Southampton
22520,True,Lady,Lucille,Duff Gordon,Lucille Christiana Sutherland,female,48.0,1,0,16684,1,11755,39.6,A16,Cherbourg
22521,False,Mr,Victor,Robbins,NULL,male,NULL,0,0,16551,1,17757,227.52,NULL,Cherbourg
22522,True,Mrs,Emil,Taussig,Tillie Mandelbaum,female,39.0,1,1,16457,1,110413,79.65,E67,Southampton
22523,True,Mrs,Guillaume,de Messemaeker,Emma,female,36.0,1,0,16685,3,345572,17.4,NULL,Southampton
22524,False,Mr,Thomas,Morrow,NULL,male,NULL,0,0,16686,3,372622,7.75,NULL,Queenstown
22525,False,Mr,Husein,Sivic,NULL,male,40.0,0,0,16687,3,349251,7.9,NULL,Southampton
22526,False,Mr,Robert,Norman,NULL,male,28.0,0,0,16688,2,218629,13.5,NULL,Southampton
22527,False,Mr,John,Simmons,NULL,male,NULL,0,0,16689,3,392082,8.05,NULL,Southampton
22528,False,Miss,Marion,Meanwell,Marion Ogden,female,NULL,0,0,16690,3,392087,8.05,NULL,Southampton
22529,False,Mr,Alfred,Davies,NULL,male,24.0,2,0,16691,3,448871,24.15,NULL,Southampton
22530,False,Mr,Ilia,Stoytcheff,NULL,male,19.0,0,0,16692,3,349205,7.9,NULL,Southampton
22531,False,Mrs,Nils,Palsson,Alma Cornelia Berglund,female,29.0,0,4,16230,3,349909,21.08,NULL,Southampton
22532,False,Mr,Tannous,Doharr,NULL,male,NULL,0,0,16693,3,2686,7.23,NULL,Cherbourg
22533,True,Mr,Carl,Jonsson,NULL,male,32.0,0,0,16694,3,350417,7.85,NULL,Southampton
22534,True,Mr,George,Harris,NULL,male,62.0,0,0,16695,2,752,10.5,NULL,Southampton
22535,True,Mrs,Edward,Appleton,Charlotte Lamson,female,53.0,2,0,16696,1,11769,51.48,C101,Southampton
22536,True,Mr,John,Flynn,Irving,male,36.0,0,0,16697,1,17474,26.39,E25,Southampton
22537,True,Miss,Mary,Kelly,NULL,female,NULL,0,0,16698,3,14312,7.75,NULL,Queenstown
22538,False,Mr,Alfred,Rush,NULL,male,16.0,0,0,16699,3,420589,8.05,NULL,Southampton
22539,False,Mr,George,Patchett,NULL,male,19.0,0,0,16700,3,358585,14.5,NULL,Southampton
22540,True,Miss,Ethel,Garside,NULL,female,34.0,0,0,16701,2,243880,13.0,NULL,Southampton
22541,True,Mrs,William,Silvey,Alice Munger,female,39.0,1,0,16595,1,13507,55.9,E44,Southampton
22542,False,Mrs,Joseph,Caram,Maria Elias,female,NULL,1,0,16702,3,2689,14.46,NULL,Cherbourg
22543,True,Mr,Eiriik,Jussila,NULL,male,32.0,0,0,16703,3,23101286,7.92,NULL,Southampton
22544,True,Miss,Julie,Christy,NULL,female,25.0,1,1,16704,2,237789,30.0,NULL,Southampton
22545,True,Mrs,John,Thayer,Marian Longstreth Morris,female,39.0,1,1,16495,1,17421,110.88,C68,Cherbourg
22546,False,Mr,William,Downton,NULL,male,54.0,0,0,16563,2,28403,26.0,NULL,Southampton
22547,False,Mr,John,Ross,NULL,male,36.0,0,0,16705,1,13049,40.12,A10,Cherbourg
22548,False,Mr,Uscher,Paulner,NULL,male,NULL,0,0,16706,3,3411,8.71,NULL,Cherbourg
22549,True,Miss,Ruth,Taussig,NULL,female,18.0,0,2,16457,1,110413,79.65,E68,Southampton
22550,False,Mr,John,Jarvis,NULL,male,47.0,0,0,16707,2,237565,15.0,NULL,Southampton
22551,True,Mr,Maxmillian,Frolicher-Stehli,NULL,male,60.0,1,1,16708,1,13567,79.2,B41,Cherbourg
22552,False,Mr,Eliezer,Gilinski,NULL,male,22.0,0,0,16709,3,14973,8.05,NULL,Southampton
22553,False,Mr,Joseph,Murdlin,NULL,male,NULL,0,0,16710,3,53235,8.05,NULL,Southampton
22554,False,Mr,Matti,Rintamaki,NULL,male,35.0,0,0,16711,3,23101273,7.12,NULL,Southampton
22555,True,Mrs,Walter,Stephenson,Martha Eustis,female,52.0,1,0,16640,1,36947,78.27,D20,Cherbourg
22556,False,Mr,William,Elsbury,NULL,male,47.0,0,0,16712,3,53902,7.25,NULL,Southampton
22557,False,Miss,Mary,Bourke,NULL,female,NULL,0,2,16713,3,364848,7.75,NULL,Queenstown
22558,False,Mr,John,Chapman,NULL,male,37.0,1,0,16714,2,29037,26.0,NULL,Southampton
22559,False,Mr,Jean,Van Impe,NULL,male,36.0,1,1,16581,3,345773,24.15,NULL,Southampton
22560,True,Miss,Jessie,Leitch,NULL,female,NULL,0,0,16715,2,248727,33.0,NULL,Southampton
22561,False,Mr,Alfred,Johnson,NULL,male,49.0,0,0,16386,3,NULL,0.0,NULL,Southampton
22562,False,Mr,Hanna,Boulos,NULL,male,NULL,0,0,16716,3,2664,7.22,NULL,Cherbourg
22563,True,Sir,Cosmo,Duff Gordon,Mr Morgan,male,49.0,1,0,16498,1,17485,56.93,A20,Cherbourg
22564,True,Mrs,Sidney,Jacobsohn,Amy Frances Christy,female,24.0,2,1,16418,2,243847,27.0,NULL,Southampton
22565,False,Mr,Petco,Slabenoff,NULL,male,NULL,0,0,16717,3,349214,7.9,NULL,Southampton
22566,False,Mr,Charles,Harrington,NULL,male,NULL,0,0,16718,1,113796,42.4,NULL,Southampton
22567,False,Mr,Ernst,Torber,NULL,male,44.0,0,0,16719,3,364511,8.05,NULL,Southampton
22568,True,Mr,Harry,Homer,Mr E Haven,male,35.0,0,0,16720,1,111426,26.55,NULL,Cherbourg
22569,False,Mr,Edvard,Lindell,NULL,male,36.0,1,0,16721,3,349910,15.55,NULL,Southampton
22570,False,Mr,Milan,Karaic,NULL,male,30.0,0,0,16722,3,349246,7.9,NULL,Southampton
22571,True,Mr,Robert,Daniel,NULL,male,27.0,0,0,16723,1,113804,30.5,NULL,Southampton
22572,True,Mrs,Joseph,Laroche,Juliette Marie Louise Lafargue,female,22.0,1,2,16265,2,2123,41.58,NULL,Cherbourg
22573,True,Miss,Elizabeth,Shutes,NULL,female,40.0,0,0,16462,1,17582,153.46,C125,Southampton
22574,False,Mrs,Anders,Andersson,Alfrida Konstantia Brogren,female,39.0,1,5,16236,3,347082,31.28,NULL,Southampton
22575,False,Mr,Jose,Jardin,NULL,male,NULL,0,0,16724,3,3101305,7.05,NULL,Southampton
22576,True,Miss,Margaret,Murphy,NULL,female,NULL,1,0,16438,3,367230,15.5,NULL,Queenstown
22577,False,Mr,John,Horgan,NULL,male,NULL,0,0,16725,3,370377,7.75,NULL,Queenstown
22578,False,Mr,William,Brocklebank,NULL,male,35.0,0,0,16726,3,364512,8.05,NULL,Southampton
22579,True,Miss,Alice,Herman,NULL,female,24.0,1,2,16727,2,220845,65.0,NULL,Southampton
22580,False,Mr,Ernst,Danbom,NULL,male,34.0,1,1,16585,3,347080,14.4,NULL,Southampton
22581,False,Mrs,William,Lobb,Cordelia K Stanlick,female,26.0,1,0,16449,3,53336,16.1,NULL,Southampton
22582,True,Miss,Marion,Becker,NULL,female,4.0,2,1,16388,2,230136,39.0,F4,Southampton
22583,False,Mr,Lawrence,Gavey,NULL,male,26.0,0,0,16728,2,31028,10.5,NULL,Southampton
22584,False,Mr,Antoni,Yasbeck,NULL,male,27.0,1,0,16729,3,2659,14.45,NULL,Cherbourg
22585,True,Mr,Edwin,Kimball,NULL,male,42.0,1,0,16730,1,11753,52.55,D19,Southampton
22586,True,Mr,Sahid,Nakid,NULL,male,20.0,1,1,16552,3,2653,15.74,NULL,Cherbourg
22587,False,Mr,Henry,Hansen,NULL,male,21.0,0,0,16731,3,350029,7.85,NULL,Southampton
22588,False,Mr,David,Bowen,NULL,male,21.0,0,0,16732,3,54636,16.1,NULL,Southampton
22589,False,Mr,Frederick,Sutton,NULL,male,61.0,0,0,16733,1,36963,32.32,D50,Southampton
22590,False,Rev,Charles,Kirkland,NULL,male,57.0,0,0,16734,2,219533,12.35,NULL,Queenstown
22591,True,Miss,Gretchen,Longley,NULL,female,21.0,0,0,16468,1,13502,77.96,D9,Southampton
22592,False,Mr,Guentcho,Bostandyeff,NULL,male,26.0,0,0,16735,3,349224,7.9,NULL,Southampton
22593,False,Mr,Patrick,O'Connell,NULL,male,NULL,0,0,16736,3,334912,7.73,NULL,Queenstown
22594,True,Mr,Algernon,Barkworth,NULL,male,80.0,0,0,16737,1,27042,30.0,A23,Southampton
22595,False,Mr,Johan,Lundahl,NULL,male,51.0,0,0,16738,3,347743,7.05,NULL,Southampton
22596,True,Dr,Max,Stahelin-Maeglin,NULL,male,32.0,0,0,16739,1,13214,30.5,B50,Cherbourg
22597,False,Mr,William,Parr,NULL,male,NULL,0,0,16740,1,112052,0.0,NULL,Southampton
22598,False,Miss,Mabel,Skoog,NULL,female,9.0,3,2,16285,3,347088,27.9,NULL,Southampton
22599,True,Miss,Mary,Davis,NULL,female,28.0,0,0,16741,2,237668,13.0,NULL,Southampton
22600,False,Mr,Antti,Leinonen,NULL,male,32.0,0,0,16742,3,23101292,7.92,NULL,Southampton
22601,False,Mr,Harvey,Collyer,NULL,male,31.0,1,1,16435,2,31921,26.25,NULL,Southampton
22602,False,Mrs,Juha,Panula,Maria Emilia Ojala,female,41.0,0,5,16272,3,3101295,39.69,NULL,Southampton
22603,False,Mr,Percival,Thorneycroft,NULL,male,NULL,1,0,16592,3,376564,16.1,NULL,Southampton
22604,False,Mr,Hans,Jensen,NULL,male,20.0,0,0,16743,3,350050,7.85,NULL,Southampton
22605,True,Mlle,Emma,Sagesser,NULL,female,24.0,0,0,16543,1,17477,69.3,B35,Cherbourg
22606,False,Miss,Margit,Skoog,NULL,female,2.0,3,2,16285,3,347088,27.9,NULL,Southampton
22607,True,Mr,Choong,Foo,NULL,male,NULL,0,0,16295,3,1601,56.5,NULL,Southampton
22608,True,Miss,Eugenie,Baclini,NULL,female,0.75,2,1,16603,3,2666,19.26,NULL,Cherbourg
22609,True,Mr,Henry,Harper,NULL,male,48.0,1,0,16274,1,17572,76.73,D33,Cherbourg
22610,False,Mr,Liudevit,Cor,NULL,male,19.0,0,0,16744,3,349231,7.9,NULL,Southampton
22611,True,Col,Oberst,Simonius-Blumer,NULL,male,56.0,0,0,16745,1,13213,35.5,A26,Cherbourg
22612,False,Mr,Edward,Willey,NULL,male,NULL,0,0,16746,3,751,7.55,NULL,Southampton
22613,True,Miss,Amy,Stanley,NULL,female,23.0,0,0,16747,3,2314,7.55,NULL,Southampton
22614,False,Mr,Mito,Mitkoff,NULL,male,NULL,0,0,16748,3,349221,7.9,NULL,Southampton
22615,True,Miss,Elsie,Doling,NULL,female,18.0,0,1,16318,2,231919,23.0,NULL,Southampton
22616,False,Mr,Johannes,Kalvik,NULL,male,21.0,0,0,16749,3,8475,8.43,NULL,Southampton
22617,True,Miss,Hanora,O'Leary,NULL,female,NULL,0,0,16750,3,330919,7.83,NULL,Queenstown
22618,False,Miss,Hanora,Hegarty,NULL,female,18.0,0,0,16751,3,365226,6.75,NULL,Queenstown
22619,False,Mr,Leonard,Hickman,NULL,male,24.0,2,0,16293,2,14879,73.5,NULL,Southampton
22620,False,Mr,Alexander,Radeff,NULL,male,NULL,0,0,16752,3,349223,7.9,NULL,Southampton
22621,False,Mrs,John,Bourke,Catherine,female,32.0,1,1,16393,3,364849,15.5,NULL,Queenstown
22622,False,Mr,George,Eitemiller,NULL,male,23.0,0,0,16753,2,29751,13.0,NULL,Southampton
22623,False,Mr,Arthur,Newell,NULL,male,58.0,0,2,16416,1,35273,113.28,D48,Cherbourg
22624,True,Dr,Henry,Frauenthal,NULL,male,50.0,2,0,16516,1,17611,133.65,NULL,Southampton
22625,False,Mr,Mohamed,Badt,NULL,male,40.0,0,0,16754,3,2623,7.22,NULL,Cherbourg
22626,False,Mr,Edward,Colley,NULL,male,47.0,0,0,16755,1,5727,25.59,E58,Southampton
22627,False,Mr,Peju,Coleff,NULL,male,36.0,0,0,16756,3,349210,7.5,NULL,Southampton
22628,True,Mr,Eino,Lindqvist,NULL,male,20.0,1,0,16757,3,23101285,7.92,NULL,Southampton
22629,False,Mr,Lewis,Hickman,NULL,male,32.0,2,0,16293,2,14879,73.5,NULL,Southampton
22630,False,Mr,Reginald,Butler,NULL,male,25.0,0,0,16758,2,234686,13.0,NULL,Southampton
22631,False,Mr,Knud,Rommetvedt,NULL,male,NULL,0,0,16759,3,312993,7.78,NULL,Southampton
22632,False,Mr,Jacob,Cook,NULL,male,43.0,0,0,16760,3,53536,8.05,NULL,Southampton
22633,True,Mrs,Elmer,Taylor,Juliet Cummins Wright,female,NULL,1,0,16761,1,19996,52.0,C126,Southampton
22634,True,Mrs,Thomas,Brown,Elizabeth Catherine Ford,female,40.0,1,1,16762,2,29750,39.0,NULL,Southampton
22635,False,Mr,Thornton,Davidson,NULL,male,31.0,1,0,16763,1,12750,52.0,B71,Southampton
22636,False,Mr,Henry,Mitchell,NULL,male,70.0,0,0,16764,2,24580,10.5,NULL,Southampton
22637,True,Mr,Charles,Wilhelms,NULL,male,31.0,0,0,16765,2,244270,13.0,NULL,Southampton
22638,False,Mr,Ennis,Watson,NULL,male,NULL,0,0,16766,2,239856,0.0,NULL,Southampton
22639,False,Mr,Gustaf,Edvardsson,NULL,male,18.0,0,0,16767,3,349912,7.78,NULL,Southampton
22640,False,Mr,Frederick,Sawyer,NULL,male,24.5,0,0,16768,3,342826,8.05,NULL,Southampton
22641,True,Miss,Anna,Turja,NULL,female,18.0,0,0,16769,3,4138,9.84,NULL,Southampton
22642,False,Mrs,Frederick,Goodwin,Augusta Tyler,female,43.0,1,6,16281,3,2144,46.9,NULL,Southampton
22643,True,Mr,Thomas,Cardeza,NULL,male,36.0,0,1,16454,1,17755,512.33,B51 B53 B55,Cherbourg
22644,False,Miss,Katie,Peters,NULL,female,NULL,0,0,16770,3,330935,8.14,NULL,Queenstown
22645,True,Mr,Hammad,Hassab,NULL,male,27.0,0,0,16274,1,17572,76.73,D49,Cherbourg
22646,False,Mr,Thor,Olsvigen,NULL,male,20.0,0,0,16771,3,6563,9.22,NULL,Southampton
22647,False,Mr,Charles,Goodwin,NULL,male,14.0,5,2,16281,3,2144,46.9,NULL,Southampton
22648,False,Mr,Thomas,Brown,NULL,male,60.0,1,1,16762,2,29750,39.0,NULL,Southampton
22649,False,Mr,Joseph,Laroche,NULL,male,25.0,1,2,16265,2,2123,41.58,NULL,Cherbourg
22650,False,Mr,Jaako,Panula,NULL,male,14.0,4,1,16272,3,3101295,39.69,NULL,Southampton
22651,False,Mr,Branko,Dakic,NULL,male,19.0,0,0,16772,3,349228,10.17,NULL,Southampton
22652,False,Mr,Eberhard,Fischer,NULL,male,18.0,0,0,16773,3,350036,7.8,NULL,Southampton
22653,True,Miss,Georgette,Madill,NULL,female,15.0,0,1,16774,1,24160,211.34,B5,Southampton
22654,True,Mr,Albert,Dick,NULL,male,31.0,1,0,16775,1,17474,57.0,B20,Southampton
22655,True,Miss,Manca,Karun,NULL,female,4.0,0,1,16776,3,349256,13.42,NULL,Cherbourg
22656,True,Mr,Ali,Lam,NULL,male,NULL,0,0,16295,3,1601,56.5,NULL,Southampton
22657,False,Mr,Khalil,Saad,NULL,male,25.0,0,0,16777,3,2672,7.22,NULL,Cherbourg
22658,False,Col,John,Weir,NULL,male,60.0,0,0,16778,1,113800,26.55,NULL,Southampton
22659,False,Mr,Charles,Chapman,NULL,male,52.0,0,0,16779,2,248731,13.5,NULL,Southampton
22660,False,Mr,James,Kelly,NULL,male,44.0,0,0,16780,3,363592,8.05,NULL,Southampton
22661,True,Miss,Katherine,Mullens,NULL,female,NULL,0,0,16781,3,35852,7.73,NULL,Queenstown
22662,False,Mr,John,Thayer,NULL,male,49.0,1,1,16495,1,17421,110.88,C68,Cherbourg
22663,False,Mr,Adolf,Humblen,NULL,male,42.0,0,0,16782,3,348121,7.65,F G63,Southampton
22664,True,Mrs,John,Astor,Madeleine Talmadge Force,female,18.0,1,0,16551,1,17757,227.52,C62 C64,Cherbourg
22665,True,Mr,Spencer,Silverthorne,NULL,male,35.0,0,0,16783,1,17475,26.29,E24,Southampton
22666,False,Miss,Saiide,Barbara,NULL,female,18.0,0,1,16537,3,2691,14.45,NULL,Cherbourg
22667,False,Mr,Martin,Gallagher,NULL,male,25.0,0,0,16784,3,36864,7.74,NULL,Queenstown
22668,False,Mr,Henrik,Hansen,NULL,male,26.0,1,0,16785,3,350025,7.85,NULL,Southampton
22669,False,Mr,Henry,Morley,Mr Henry Marshall,male,39.0,0,0,16588,2,250655,26.0,NULL,Southampton
22670,True,Mrs,Florence,Kelly,NULL,female,45.0,0,0,16786,2,223596,13.5,NULL,Southampton
22671,True,Mr,Edward,Calderhead,NULL,male,42.0,0,0,16787,1,17476,26.29,E24,Southampton
22672,True,Miss,Alice,Cleaver,NULL,female,22.0,0,0,16489,1,113781,151.55,NULL,Southampton
22673,True,Master,Halim,Moubarek,William George,male,NULL,1,1,16287,3,2661,15.25,NULL,Cherbourg
22674,True,Mlle,Berthe,Mayne,Mrs de Villiers,female,24.0,0,0,16788,1,17482,49.5,C90,Cherbourg
22675,False,Mr,Herman,Klaber,NULL,male,NULL,0,0,16789,1,113028,26.55,C124,Southampton
22676,True,Mr,Elmer,Taylor,NULL,male,48.0,1,0,16761,1,19996,52.0,C126,Southampton
22677,False,Mr,August,Larsson,NULL,male,29.0,0,0,16790,3,7545,9.48,NULL,Southampton
22678,False,Mr,Samuel,Greenberg,NULL,male,52.0,0,0,16791,2,250647,13.0,NULL,Southampton
22679,False,Mr,Peter,Soholt,NULL,male,19.0,0,0,16792,3,348124,7.65,F G73,Southampton
22680,True,Miss,Caroline,Endres,NULL,female,38.0,0,0,16551,1,17757,227.52,C45,Cherbourg
22681,True,Miss,Edwina,Troutt,NULL,female,27.0,0,0,16793,2,34218,10.5,E101,Southampton
22682,False,Mr,Michael,McEvoy,NULL,male,NULL,0,0,16794,3,36568,15.5,NULL,Queenstown
22683,False,Mr,Malkolm,Johnson,NULL,male,33.0,0,0,16795,3,347062,7.78,NULL,Southampton
22684,True,Miss,Annie,Harper,NULL,female,6.0,0,1,16715,2,248727,33.0,NULL,Southampton
22685,False,Mr,Svend,Jensen,NULL,male,17.0,1,0,16796,3,350048,7.05,NULL,Southampton
22686,False,Mr,William,Gillespie,NULL,male,34.0,0,0,16797,2,12233,13.0,NULL,Southampton
22687,False,Mr,Henry,Hodges,NULL,male,50.0,0,0,16798,2,250643,13.0,NULL,Southampton
22688,True,Mr,Norman,Chambers,NULL,male,27.0,1,0,16799,1,113806,53.1,E8,Southampton
22689,False,Mr,Luka,Oreskovic,NULL,male,20.0,0,0,16800,3,315094,8.66,NULL,Southampton
22690,True,Mrs,Peter,Renouf,Lillian Jefferys,female,30.0,3,0,16626,2,31027,21.0,NULL,Southampton
22691,True,Miss,Margareth,Mannion,NULL,female,NULL,0,0,16801,3,36866,7.74,NULL,Queenstown
22692,False,Mr,Kurt,Bryhl,NULL,male,25.0,1,0,16802,2,236853,26.0,NULL,Southampton
22693,False,Miss,Pieta,Ilmakangas,NULL,female,25.0,1,0,16803,3,23101271,7.92,NULL,Southampton
22694,True,Miss,Elisabeth,Allen,NULL,female,29.0,0,0,16774,1,24160,211.34,B5,Southampton
22695,False,Mr,Houssein,Hassan,NULL,male,11.0,0,0,16408,3,2699,18.79,NULL,Cherbourg
22696,False,Mr,Robert,Knight,NULL,male,NULL,0,0,16804,2,239855,0.0,NULL,Southampton
22697,False,Mr,William,Berriman,NULL,male,23.0,0,0,16805,2,28425,13.0,NULL,Southampton
22698,False,Mr,Moses,Troupiansky,NULL,male,23.0,0,0,16806,2,233639,13.0,NULL,Southampton
22699,False,Mr,Leslie,Williams,NULL,male,28.5,0,0,16732,3,54636,16.1,NULL,Southampton
22700,False,Mrs,Edward,Ford,Margaret Ann Watson,female,48.0,1,3,16307,3,6608,34.38,NULL,Southampton
22701,True,Mr,Gustave,Lesurer,NULL,male,35.0,0,0,16454,1,17755,512.33,B101,Cherbourg
22702,False,Mr,Kanio,Ivanoff,NULL,male,NULL,0,0,16807,3,349201,7.9,NULL,Southampton
22703,False,Mr,Minko,Nankoff,NULL,male,NULL,0,0,16808,3,349218,7.9,NULL,Southampton
22704,True,Mr,Walter,Hawksford,NULL,male,NULL,0,0,16809,1,16988,30.0,D45,Southampton
22705,False,Mr,Tyrell,Cavendish,NULL,male,36.0,1,0,16482,1,19877,78.85,C46,Southampton
22706,True,Miss,Susan,Ryerson,NULL,female,21.0,2,2,16500,1,17608,262.38,B57 B59 B63 B66,Cherbourg
22707,False,Mr,Neal,McNamee,NULL,male,24.0,1,0,16810,3,376566,16.1,NULL,Southampton
22708,True,Mr,Juho,Stranden,NULL,male,31.0,0,0,16811,3,23101288,7.92,NULL,Southampton
22709,False,Capt,Edward,Crosby,NULL,male,70.0,1,1,16675,1,5735,71.0,B22,Southampton
22710,False,Mr,Rossmore,Abbott,NULL,male,16.0,1,1,16471,3,2673,20.25,NULL,Southampton
22711,True,Miss,Anna,Sinkkonen,NULL,female,30.0,0,0,16812,2,250648,13.0,NULL,Southampton
22712,False,Mr,Daniel,Marvin,NULL,male,19.0,1,0,16813,1,113773,53.1,D30,Southampton
22713,False,Mr,Michael,Connaghton,NULL,male,31.0,0,0,16814,3,335097,7.75,NULL,Queenstown
22714,True,Miss,Joan,Wells,NULL,female,4.0,1,1,16815,2,29103,23.0,NULL,Southampton
22715,True,Master,Meier,Moor,NULL,male,6.0,0,1,16816,3,392096,12.48,E121,Southampton
22716,False,Mr,Johannes,Vande Velde,NULL,male,33.0,0,0,16817,3,345780,9.5,NULL,Southampton
22717,False,Mr,Lalio,Jonkoff,NULL,male,23.0,0,0,16818,3,349204,7.9,NULL,Southampton
